Entity,Code,Year,Biofuels Production - PJ - Total
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.0382036775106082
South Korea,KOR,2003,0.0607318147707101
South Korea,KOR,2004,0.19421013937517
South Korea,KOR,2005,0.479468625447243
South Korea,KOR,2006,1.9086906663846201
South Korea,KOR,2007,3.47948860722922
South Korea,KOR,2008,6.461239669120821
South Korea,KOR,2009,9.24545597738693
South Korea,KOR,2010,12.9784711089327
South Korea,KOR,2011,10.445542970834401
South Korea,KOR,2012,15.0682932
South Korea,KOR,2013,15.4534788
South Korea,KOR,2014,16.2322236
South Korea,KOR,2015,18.4763484
South Korea,KOR,2016,18.5433372
South Korea,KOR,2017,17.9236908
South Korea,KOR,2018,18.8198753965908
South Korea,KOR,2019,18.2166335616606
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,3.0646676096181
Spain,ESP,2001,3.0562942008486598
Spain,ESP,2002,5.47373540925521
Spain,ESP,2003,7.73305714500021
Spain,ESP,2004,9.445130084437011
Spain,ESP,2005,12.6337373915963
Spain,ESP,2006,11.4218292364951
Spain,ESP,2007,15.815252150215
Spain,ESP,2008,16.0831123826668
Spain,ESP,2009,38.25568274398871
Spain,ESP,2010,42.7906056577086
Spain,ESP,2011,35.6288
Spain,ESP,2012,25.9453
Spain,ESP,2013,31.365
Spain,ESP,2014,43.118
Spain,ESP,2015,46.964
Spain,ESP,2016,50.255711299999994
Spain,ESP,2017,64.4992924
Spain,ESP,2018,77.05616459999999
Spain,ESP,2019,66.7375
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,0.61064478
Sweden,SWE,2002,1.367283276
Sweden,SWE,2003,3.7862488439999997
Sweden,SWE,2004,7.131627647999999
Sweden,SWE,2005,1.506033828
Sweden,SWE,2006,1.712317464
Sweden,SWE,2007,2.053248588
Sweden,SWE,2008,5.5463795639999995
Sweden,SWE,2009,7.655438196
Sweden,SWE,2010,8.681287932
Sweden,SWE,2011,8.038614132000001
Sweden,SWE,2012,9.538116552
Sweden,SWE,2013,9.527021532000001
Sweden,SWE,2014,9.533929752
Sweden,SWE,2015,9.159922907999999
Sweden,SWE,2016,8.663996447999999
Sweden,SWE,2017,7.530336612
Sweden,SWE,2018,7.8779686052171805
Sweden,SWE,2019,9.95218554059294
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.130780303030303
Thailand,THA,2005,2.3291493077879197
Thailand,THA,2006,3.6333791057677205
Thailand,THA,2007,6.204910044575889
Thailand,THA,2008,22.1266798901428
Thailand,THA,2009,27.2541144913154
Thailand,THA,2010,34.917912
Thailand,THA,2011,38.476692
Thailand,THA,2012,52.711812
Thailand,THA,2013,67.365612
Thailand,THA,2014,75.320532
Thailand,THA,2015,81.265788
Thailand,THA,2016,70.421976
Thailand,THA,2017,82.73116800000001
Thailand,THA,2018,88.467084
Thailand,THA,2019,95.6096386135841
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.114611032531825
United Kingdom,GBR,2003,0.382036775106082
United Kingdom,GBR,2004,0.38308345120226295
United Kingdom,GBR,2005,0.33025478399999997
United Kingdom,GBR,2006,9.544815432
United Kingdom,GBR,2007,16.275180168
United Kingdom,GBR,2008,11.963655395999998
United Kingdom,GBR,2009,9.000070884
United Kingdom,GBR,2010,11.767043268
United Kingdom,GBR,2011,7.281012672
United Kingdom,GBR,2012,12.53779128
United Kingdom,GBR,2013,21.095359272
United Kingdom,GBR,2014,16.30612062
United Kingdom,GBR,2015,12.61566576
United Kingdom,GBR,2016,22.712427035999998
United Kingdom,GBR,2017,31.081212215999997
United Kingdom,GBR,2018,28.687032504
United Kingdom,GBR,2019,24.420857193618
United States,USA,1990,63.6093918813131
United States,USA,1991,73.7061208080808
United States,USA,1992,83.8028497348485
United States,USA,1993,98.2067171717172
United States,USA,1994,109.658926767677
United States,USA,1995,115.50473484848499
United States,USA,1996,82.8203787878788
United States,USA,1997,109.60532828282801
United States,USA,1998,119.53534090909099
United States,USA,1999,124.63791666666701
United States,USA,2000,138.023244949495
United States,USA,2001,151.244479551812
United States,USA,2002,183.38398191326303
United States,USA,2003,240.36243722293702
United States,USA,2004,293.12573799602796
United States,USA,2005,343.48364543847197
United States,USA,2006,446.751275087937
United States,USA,2007,615.825060902162
United States,USA,2008,876.455427917878
United States,USA,2009,994.826609128199
United States,USA,2010,1174.14083228966
United States,USA,2011,1305.60050282743
United States,USA,2012,1247.9930740074
United States,USA,2013,1300.2970823160902
United States,USA,2014,1377.0558959417401
United States,USA,2015,1417.17220113654
United States,USA,2016,1506.65420968454
United States,USA,2017,1554.64157134642
United States,USA,2018,1600.4316515901598
United States,USA,2019,1557.06339862915
World,OWID_WRL,1990,326.032488795463
World,OWID_WRL,1991,366.299934748414
World,OWID_WRL,1992,352.03819503766096
World,OWID_WRL,1993,358.605801546035
World,OWID_WRL,1994,398.252279588373
World,OWID_WRL,1995,412.98062689157797
World,OWID_WRL,1996,415.41620786543405
World,OWID_WRL,1997,476.34445781601
World,OWID_WRL,1998,454.350285734953
World,OWID_WRL,1999,438.366724227012
World,OWID_WRL,2000,418.30289958661797
World,OWID_WRL,2001,456.293556544225
World,OWID_WRL,2002,538.105027710178
World,OWID_WRL,2003,666.041573245892
World,OWID_WRL,2004,753.7728034706109
World,OWID_WRL,2005,884.5297227191901
World,OWID_WRL,2006,1125.2964928778802
World,OWID_WRL,2007,1527.38800025745
World,OWID_WRL,2008,2067.2213180151
World,OWID_WRL,2009,2288.70359234235
World,OWID_WRL,2010,2642.06393624772
World,OWID_WRL,2011,2791.7877245240898
World,OWID_WRL,2012,2839.0174739631398
World,OWID_WRL,2013,3083.76128768483
World,OWID_WRL,2014,3360.48799923337
World,OWID_WRL,2015,3374.35510186659
World,OWID_WRL,2016,3493.32305493665
World,OWID_WRL,2017,3643.8141931986997
World,OWID_WRL,2018,3992.2662165356
World,OWID_WRL,2019,4113.09094473915
