Entity,Code,Year,Solar (TWh – sub method)
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
Czech Republic,CZE,1996,0
Czech Republic,CZE,1997,0
Czech Republic,CZE,1998,0
Czech Republic,CZE,1999,0
Czech Republic,CZE,2000,0
Czech Republic,CZE,2001,0
Czech Republic,CZE,2002,0
Czech Republic,CZE,2003,0
Czech Republic,CZE,2004,0.00027070077211600006
Czech Republic,CZE,2005,0.00018291153521800003
Czech Republic,CZE,2006,0.0004544031413
Czech Republic,CZE,2007,0.0046590592828000005
Czech Republic,CZE,2008,0.03415058287600001
Czech Republic,CZE,2009,0.232981575274
Czech Republic,CZE,2010,1.605359339842
Czech Republic,CZE,2011,5.488723835420001
Czech Republic,CZE,2012,5.597383366792
Czech Republic,CZE,2013,5.300215073502001
Czech Republic,CZE,2014,5.402594044294001
Czech Republic,CZE,2015,5.7268795815
Czech Republic,CZE,2016,5.359027898330001
Czech Republic,CZE,2017,5.483424386736
Czech Republic,CZE,2018,5.814991318656
Czech Republic,CZE,2019,5.650482853716
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.00044753091358000003
Denmark,DNK,1997,0.0008873451543200001
Denmark,DNK,1998,0.001111112
Denmark,DNK,1999,0.0024459908456800003
Denmark,DNK,2000,0.003333336
Denmark,DNK,2001,0.0033116970938000005
Denmark,DNK,2002,0.0035111972534000004
Denmark,DNK,2003,0.0041395033116
Denmark,DNK,2004,0.0049778928712
Denmark,DNK,2005,0.0058131157616
Denmark,DNK,2006,0.005917643623000001
Denmark,DNK,2007,0.006625866411800001
Denmark,DNK,2008,0.0069220333154
Denmark,DNK,2009,0.009837980092600002
Denmark,DNK,2010,0.016064262851400002
Denmark,DNK,2011,0.03921030914600001
Denmark,DNK,2012,0.26752132512800003
Denmark,DNK,2013,1.3250324489140002
Denmark,DNK,2014,1.515537601318
Denmark,DNK,2015,1.528637889576
Denmark,DNK,2016,1.8704556630300002
Denmark,DNK,2017,1.8787167807500003
Denmark,DNK,2018,2.368502172578
Denmark,DNK,2019,2.3852624637640005
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.000033327248884
Ecuador,ECU,2006,0.00003976030958600001
Ecuador,ECU,2007,0.000048242816372
Ecuador,ECU,2008,0.00007044700080200001
Ecuador,ECU,2009,0.000020669183202000003
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.00015061595382600003
Ecuador,ECU,2012,0.00083882289328
Ecuador,ECU,2013,0.009379729726
Ecuador,ECU,2014,0.041946978002
Ecuador,ECU,2015,0.09121812853000001
Ecuador,ECU,2016,0.09746035574600001
Ecuador,ECU,2017,0.09370007496
Ecuador,ECU,2018,0.09464174238
Ecuador,ECU,2019,0.41217227418200003
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.000555556
Egypt,EGY,2001,0.0024837686536800002
Egypt,EGY,2002,0.0027419383046600005
Egypt,EGY,2003,0.00272436051282
Egypt,EGY,2004,0.0027070077211599998
Egypt,EGY,2005,0.00268987437412
Egypt,EGY,2006,0.00267295769392
Egypt,EGY,2007,0.00318750255
Egypt,EGY,2008,0.003959642056600001
Egypt,EGY,2009,0.005771615728400001
Egypt,EGY,2010,0.06570560812000001
Egypt,EGY,2011,0.24256130516000002
Egypt,EGY,2012,0.14965150861
Egypt,EGY,2013,0.151310398826
Egypt,EGY,2014,0.10561397338000002
Egypt,EGY,2015,0.165446521246
Egypt,EGY,2016,0.262989654836
Egypt,EGY,2017,1.5048762039
Egypt,EGY,2018,3.75413911442
Egypt,EGY,2019,9.105088117398001
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.00026234576543200005
Estonia,EST,2010,0.0002607363197
Estonia,EST,2011,0.0005182920813000001
Estonia,EST,2012,0.0007727283959600001
Estonia,EST,2013,0.0035843362008000004
Estonia,EST,2014,0.0078892285336
Estonia,EST,2015,0.014925595273800002
Estonia,EST,2016,0.025399436986200005
Estonia,EST,2017,0.031698914248000004
Estonia,EST,2018,0.053395042716000006
Estonia,EST,2019,0.178438753862
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.0028058355780000003
Europe,,1985,0.0028058355780000003
Europe,,1986,0.0028058355780000003
Europe,,1987,0
Europe,,1988,0.0028058355780000003
Europe,,1989,0.025252547979800002
Europe,,1990,0.03472225
Europe,,1991,0.043055590000000005
Europe,,1992,0.07524450464
Europe,,1993,0.08995284974000001
Europe,,1994,0.10469036153
Europe,,1995,0.13011121520000002
Europe,,1996,0.14947623069200003
Europe,,1997,0.177572919836
Europe,,1998,0.24191269353
Europe,,1999,0.25332825821800004
Europe,,2000,0.373537243274
Europe,,2001,0.469715097994
Europe,,2002,0.7588450515200001
Europe,,2003,1.276901854854
Europe,,2004,2.0332282932480004
Europe,,2005,3.998185976324
Europe,,2006,6.7467809529760014
Europe,,2007,10.135473941706001
Europe,,2008,19.800980007438003
Europe,,2009,37.234319231876
Europe,,2010,60.656246858292
Europe,,2011,121.05655073405201
Europe,,2012,185.11968587340803
Europe,,2013,222.57502528210003
Europe,,2014,251.52816511126002
Europe,,2015,277.97919821651396
Europe,,2016,286.567073975698
Europe,,2017,311.18698506050004
Europe,,2018,344.36601965926207
Europe,,2019,382.98051277305404
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.0013888900000000003
Finland,FIN,1991,0.0013888900000000003
Finland,FIN,1992,0.001666668
Finland,FIN,1993,0.0019444460000000003
Finland,FIN,1994,0.002222224
Finland,FIN,1995,0.002222224
Finland,FIN,1996,0.0027777800000000005
Finland,FIN,1997,0.003333336
Finland,FIN,1998,0.0036111140000000003
Finland,FIN,1999,0.0038888920000000006
Finland,FIN,2000,0.004444448
Finland,FIN,2001,0.004691559308800001
Finland,FIN,2002,0.0052096708344
Finland,FIN,2003,0.0057211712436
Finland,FIN,2004,0.006496810753
Finland,FIN,2005,0.0069936722616
Finland,FIN,2006,0.009088062826
Finland,FIN,2007,0.010093758075
Finland,FIN,2008,0.0102950360138
Finland,FIN,2009,0.011280870135800002
Finland,FIN,2010,0.0122546209148
Finland,FIN,2011,0.013734760987800002
Finland,FIN,2012,0.014681817301
Finland,FIN,2013,0.0166415688688
Finland,FIN,2014,0.0203592940652
Finland,FIN,2015,0.028586411758000002
Finland,FIN,2016,0.055576988906000005
Finland,FIN,2017,0.12125009700000002
Finland,FIN,2018,0.22418156823400004
Finland,FIN,2019,0.441014519478
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.0041333366400000005
France,FRA,1993,0.00467500374
France,FRA,1994,0.00521805973
France,FRA,1995,0.0056666712
France,FRA,1996,0.007361950334
France,FRA,1997,0.009463340904
France,FRA,1998,0.01135695353
France,FRA,1999,0.012631954550000001
France,FRA,2000,0.014509039385
France,FRA,2001,0.01700140249
France,FRA,2002,0.019477210026200002
France,FRA,2003,0.0211609335954
France,FRA,2004,0.022868768295
France,FRA,2005,0.02824585593
France,FRA,2006,0.031824469904
France,FRA,2007,0.04781253825
France,FRA,2008,0.11086953314
France,FRA,2009,0.456481754074
France,FRA,2010,1.616565737696
France,FRA,2011,5.38506541916
France,FRA,2012,10.344250775394
France,FRA,2013,12.122750531526002
France,FRA,2014,15.048065927332003
France,FRA,2015,18.371145530238
France,FRA,2016,20.520726416568
France,FRA,2017,22.906919436632005
France,FRA,2018,25.645148571658
France,FRA,2019,29.044245735378
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.0027777800000000005
Germany,DEU,1991,0.0027777800000000005
Germany,DEU,1992,0.011111120000000002
Germany,DEU,1993,0.00833334
Germany,DEU,1994,0.01944446
Germany,DEU,1995,0.01944446
Germany,DEU,1996,0.03333336
Germany,DEU,1997,0.05000004000000001
Germany,DEU,1998,0.09722230000000001
Germany,DEU,1999,0.0833334
Germany,DEU,2000,0.1666668
Germany,DEU,2001,0.20974044557000002
Germany,DEU,2002,0.44419396646600007
Germany,DEU,2003,0.852725126624
Germany,DEU,2004,1.5078037062420002
Germany,DEU,2005,3.448420536512
Germany,DEU,2006,5.933966969392
Germany,DEU,2007,8.167975423264
Germany,DEU,2008,11.667711278606003
Germany,DEU,2009,17.270229927284
Germany,DEU,2010,30.581772798732004
Germany,DEU,2011,50.790132020962
Germany,DEU,2012,67.94853908101
Germany,DEU,2013,79.39313573668001
Germany,DEU,2014,91.75935479631401
Germany,DEU,2015,97.967637818492
Germany,DEU,2016,95.808656646864
Germany,DEU,2017,98.502578802
Germany,DEU,2018,113.79073436584801
Germany,DEU,2019,117.66247301879201
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.0027070077211599998
Greece,GRC,2005,0.00268987437412
Greece,GRC,2006,0.00267295769392
Greece,GRC,2007,0.0026562521250000004
Greece,GRC,2008,0.013198760559000001
Greece,GRC,2009,0.131172882716
Greece,GRC,2010,0.41196338512600006
Greece,GRC,2011,1.5807940424120002
Greece,GRC,2012,4.363336824
Greece,GRC,2013,9.339766638474
Greece,GRC,2014,9.650307164684
Greece,GRC,2015,9.866079281746
Greece,GRC,2016,9.883144017620001
Greece,GRC,2017,9.978700482953998
Greece,GRC,2018,9.42121864808
Greece,GRC,2019,9.80515923301
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.00091257850784
Hong Kong,HKG,2011,0.0017907014325599998
Hong Kong,HKG,2012,0.0021996989819800003
Hong Kong,HKG,2013,0.0028470022776000002
Hong Kong,HKG,2014,0.0028045022436000004
Hong Kong,HKG,2015,0.0026056576400800002
Hong Kong,HKG,2016,0.00246198530292
Hong Kong,HKG,2017,0.00213750171
Hong Kong,HKG,2018,0.0020144655004600003
Hong Kong,HKG,2019,0.0019384876619000003
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.00263975488958
Hungary,HUN,2009,0.00262345765432
Hungary,HUN,2010,0.0026073631969999998
Hungary,HUN,2011,0.00259146596206
Hungary,HUN,2012,0.020606072040400002
Hungary,HUN,2013,0.06400616231600001
Hungary,HUN,2014,0.17050902529599998
Hungary,HUN,2015,0.35669667424600005
Hungary,HUN,2016,0.613609935332
Hungary,HUN,2017,0.8725006980000001
Hungary,HUN,2018,1.5409367883040002
Hungary,HUN,2019,3.4270863527780007
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.0028058355780000003
India,IND,1996,0.0168350412458
India,IND,1997,0.0168350412458
India,IND,1998,0.0168350412458
India,IND,1999,0.0168350412458
India,IND,2000,0.019640876823800002
India,IND,2001,0.030663913420000005
India,IND,2002,0.036005306582000005
India,IND,2003,0.044030035224
India,IND,2004,0.049218372708
India,IND,2005,0.04890670579200001
India,IND,2006,0.019245293174000002
India,IND,2007,0.15671901426400003
India,IND,2008,0.166304577488
India,IND,2009,0.196759324074
India,IND,2010,0.29463218015000003
India,IND,2011,2.1431419922900004
India,IND,2012,5.4065196029900005
India,IND,2013,8.789314253668001
India,IND,2014,12.492974161038
India,IND,2015,16.611391344658003
India,IND,2016,29.060919637606002
India,IND,2017,53.86149308916001
India,IND,2018,90.29718779324801
India,IND,2019,114.56893332174002
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.000263975488958
Indonesia,IDN,2009,0.00026234576543200005
Indonesia,IDN,2010,0.00135582886244
Indonesia,IDN,2011,0.00199542937412
Indonesia,IDN,2012,0.0077530339802000005
Indonesia,IDN,2013,0.0140813445984
Indonesia,IDN,2014,0.017330847198
Indonesia,IDN,2015,0.0133571495746
Indonesia,IDN,2016,0.053036986874
Indonesia,IDN,2017,0.0726250581
Indonesia,IDN,2018,0.04968281752400001
Indonesia,IDN,2019,0.15743540372599998
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.000267295769392
Iran,IRN,2007,0.0002656252125
Iran,IRN,2008,0.0005279504223600001
Iran,IRN,2009,0.0007870367407399999
Iran,IRN,2010,0.0018251542378999999
Iran,IRN,2011,0.00181402645122
Iran,IRN,2012,0.0018030319979800001
Iran,IRN,2013,0.0017921708781800003
Iran,IRN,2014,0.0017814375362600002
Iran,IRN,2015,0.0037946419246
Iran,IRN,2016,0.012573982281400001
Iran,IRN,2017,0.21451267161
Iran,IRN,2018,0.331055542622
Iran,IRN,2019,0.42278089378000006
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0.118539261498
Iraq,IRQ,2014,0.14582344999200003
Iraq,IRQ,2015,0.14496817153000002
Iraq,IRQ,2016,0.14411039306600001
Iraq,IRQ,2017,0.14326261461
Iraq,IRQ,2018,0.142424836162
Iraq,IRQ,2019,0.14189983574200002
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
