Entity,Code,Year,Wind (TWh – sub method)
Cyprus,CYP,2016,0.5701065671960001
Cyprus,CYP,2017,0.5286254229
Cyprus,CYP,2018,0.5483001608620001
Cyprus,CYP,2019,0.58967686063
Czech Republic,CZE,1965,0
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
Czech Republic,CZE,1996,0
Czech Republic,CZE,1997,0
Czech Republic,CZE,1998,0
Czech Republic,CZE,1999,0
Czech Republic,CZE,2000,0
Czech Republic,CZE,2001,0.00055194766378
Czech Republic,CZE,2002,0.004387086843000001
Czech Republic,CZE,2003,0.010625008500000001
Czech Republic,CZE,2004,0.026799382550600003
Czech Republic,CZE,2005,0.057240601348
Czech Republic,CZE,2006,0.131977327804
Czech Republic,CZE,2007,0.33229193250000005
Czech Republic,CZE,2008,0.6458446833420001
Czech Republic,CZE,2009,0.7557319934740001
Czech Republic,CZE,2010,0.8747523664679999
Czech Republic,CZE,2011,1.028293600412
Czech Republic,CZE,2012,1.074864471002
Czech Republic,CZE,2013,1.224564312984
Czech Republic,CZE,2014,1.212650692342
Czech Republic,CZE,2015,1.4485428255000001
Czech Republic,CZE,2016,1.249852944326
Czech Republic,CZE,2017,1.477596182076
Czech Republic,CZE,2018,1.5144178782000002
Czech Republic,CZE,2019,1.7333530533480002
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0.00833334
Denmark,DNK,1979,0.01666668
Denmark,DNK,1980,0.029166690000000002
Denmark,DNK,1981,0.029166690000000002
Denmark,DNK,1982,0.051388930000000006
Denmark,DNK,1983,0.075277838
Denmark,DNK,1984,0.09222229600000001
Denmark,DNK,1985,0.142777892
Denmark,DNK,1986,0.348889168
Denmark,DNK,1987,0.482778164
Denmark,DNK,1988,0.8102784260000001
Denmark,DNK,1989,1.1900009520000001
Denmark,DNK,1990,1.6952791340000002
Denmark,DNK,1991,2.0558349780000005
Denmark,DNK,1992,2.5427798120000005
Denmark,DNK,1993,2.872780076
Denmark,DNK,1994,3.15833586
Denmark,DNK,1995,3.2702803940000003
Denmark,DNK,1996,3.4080582820000003
Denmark,DNK,1997,5.372782076
Denmark,DNK,1998,7.833061822000001
Denmark,DNK,1999,8.41389562
Denmark,DNK,2000,11.781120536
Denmark,DNK,2001,11.883504784574
Denmark,DNK,2002,13.372262364468
Denmark,DNK,2003,15.149582119656001
Denmark,DNK,2004,17.82053786753
Denmark,DNK,2005,17.790837010436
Denmark,DNK,2006,16.326316672154
Denmark,DNK,2007,19.048515238800004
Denmark,DNK,2008,18.28768546347
Denmark,DNK,2009,17.630955493642002
Denmark,DNK,2010,20.362006845148002
Denmark,DNK,2011,25.329458874662002
Denmark,DNK,2012,26.452893940076002
Denmark,DNK,2013,28.478287227056
Denmark,DNK,2014,33.283641349114006
Denmark,DNK,2015,35.75338554713
Denmark,DNK,2016,32.143430992502005
Denmark,DNK,2017,36.950029560000004
Denmark,DNK,2018,34.54383707949201
Denmark,DNK,2019,39.99050921460401
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.00255567426676
Ecuador,ECU,2008,0.007081033442600001
Ecuador,ECU,2009,0.0084066456142
Ecuador,ECU,2010,0.0089558960536
Ecuador,ECU,2011,0.0086675902674
Ecuador,ECU,2012,0.0061776160532
Ecuador,ECU,2013,0.145173449472
Ecuador,ECU,2014,0.20293766235000002
Ecuador,ECU,2015,0.24995658885400002
Ecuador,ECU,2016,0.2111390578
Ecuador,ECU,2017,0.1835001468
Ecuador,ECU,2018,0.19947127068800005
Ecuador,ECU,2019,0.21178350276000002
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.03333336
Egypt,EGY,2000,0.22361129000000002
Egypt,EGY,2001,0.49399400630600004
Egypt,EGY,2002,0.5826618550180002
Egypt,EGY,2003,0.7791672900000001
Egypt,EGY,2004,1.3644691471300001
Egypt,EGY,2005,1.3721355421520003
Egypt,EGY,2006,1.617301571618
Egypt,EGY,2007,1.7595980743440003
Egypt,EGY,2008,2.454477519136
Egypt,EGY,2009,2.7210357879380003
Egypt,EGY,2010,3.674149883762
Egypt,EGY,2011,4.265018134234
Egypt,EGY,2012,4.590786728182
Egypt,EGY,2013,3.9502506601980008
Egypt,EGY,2014,2.866020903926
Egypt,EGY,2015,4.733556286842001
Egypt,EGY,2016,6.351876470386001
Egypt,EGY,2017,5.275432275898001
Egypt,EGY,2018,5.045117647202
Egypt,EGY,2019,6.9127938635640005
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0038387252932
Estonia,EST,2003,0.0166185966282
Estonia,EST,2004,0.020573266458599998
Estonia,EST,2005,0.14498428265400004
Estonia,EST,2006,0.20394682982400003
Estonia,EST,2007,0.24171908226400002
Estonia,EST,2008,0.351087225314
Estonia,EST,2009,0.5115745759260001
Estonia,EST,2010,0.722239744458
Estonia,EST,2011,0.9536593740379999
Estonia,EST,2012,1.117879783192
Estonia,EST,2013,1.3543685834940002
Estonia,EST,2014,1.5371270630340002
Estonia,EST,2015,1.8090342250040001
Estonia,EST,2016,1.4937881394740002
Estonia,EST,2017,1.8075014459999998
Estonia,EST,2018,1.580702931228
Estonia,EST,2019,1.677769675548
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.00833334
Europe,,1979,0.01666668
Europe,,1980,0.029166690000000002
Europe,,1981,0.029166690000000002
Europe,,1982,0.051388930000000006
Europe,,1983,0.08361117800000001
Europe,,1984,0.10611119599999999
Europe,,1985,0.15944457200000003
Europe,,1986,0.37111140800000003
Europe,,1987,0.530000424
Europe,,1988,0.9158340660000001
Europe,,1989,1.431667812
Europe,,1990,2.1651695099120003
Europe,,1991,2.72230217784
Europe,,1992,4.264025911218001
Europe,,1993,6.346744244058001
Europe,,1994,8.275661342746002
Europe,,1995,10.730645251176002
Europe,,1996,13.412747396856002
Europe,,1997,20.265274545540002
Europe,,1998,31.045800114398002
Europe,,1999,39.56759220960401
Europe,,2000,62.374256010476
Europe,,2001,74.331694743086
Europe,,2002,99.87768295763802
Europe,,2003,121.31894149952001
Europe,,2004,160.51690813564602
Europe,,2005,191.24140910411603
Europe,,2006,222.29426227971203
Europe,,2007,280.80089547387
Europe,,2008,320.34440627532
Europe,,2009,355.172334415418
Europe,,2010,400.083057288412
Europe,,2011,483.71621863933206
Europe,,2012,553.369554917512
Europe,,2013,635.1807039774901
Europe,,2014,673.927953308598
Europe,,2015,806.5063396490001
Europe,,2016,812.088742448252
Europe,,2017,959.8369973134281
Europe,,2018,1001.0500430616161
Europe,,2019,1142.991765503792
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0.001666668
Finland,FIN,1992,0.006666672
Finland,FIN,1993,0.012222232000000001
Finland,FIN,1994,0.020000016000000002
Finland,FIN,1995,0.030000024000000004
Finland,FIN,1996,0.030555580000000002
Finland,FIN,1997,0.046111148000000005
Finland,FIN,1998,0.06388894
Finland,FIN,1999,0.13611122
Finland,FIN,2000,0.212777948
Finland,FIN,2001,0.19207820921800003
Finland,FIN,2002,0.172742082638
Finland,FIN,2003,0.250368811406
Finland,FIN,2004,0.32565303830000003
Finland,FIN,2005,0.45270619549800006
Finland,FIN,2006,0.40816060430600004
Finland,FIN,2007,0.50043790035
Finland,FIN,2008,0.6876558279020001
Finland,FIN,2009,0.725648636074
Finland,FIN,2010,0.767347280544
Finland,FIN,2011,1.2475315535800002
Finland,FIN,2012,1.2731979630020003
Finland,FIN,2013,1.98085991802
Finland,FIN,2014,2.8177266986240004
Finland,FIN,2015,5.887772487992
Finland,FIN,2016,7.7153908945300005
Finland,FIN,2017,11.9880095904
Finland,FIN,2018,14.511400498
Finland,FIN,2019,14.821157968028
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0.0007542394922800002
France,FRA,1991,0.0013600121991200003
France,FRA,1992,0.0013600121991200003
France,FRA,1993,0.0066727275604
France,FRA,1994,0.01306667712
France,FRA,1995,0.013095010476
France,FRA,1996,0.020639460956
France,FRA,1997,0.030912246952000004
France,FRA,1998,0.05415893221600001
France,FRA,1999,0.10262341543200001
France,FRA,2000,0.13333344
France,FRA,2001,0.36152640033200006
France,FRA,2002,0.7266133590680001
France,FRA,2003,1.0570522345300002
France,FRA,2004,1.6106701774240002
France,FRA,2005,2.58766040346
France,FRA,2006,5.832394665912
France,FRA,2007,10.81094614875
France,FRA,2008,15.030757302374
France,FRA,2009,20.756806605432
France,FRA,2010,25.930235466394006
France,FRA,2011,31.232341930298002
France,FRA,2012,38.41230350759601
France,FRA,2013,41.048376172008005
France,FRA,2014,43.89719067328
France,FRA,2015,53.754953837262
France,FRA,2016,53.81661110881
France,FRA,2017,60.79295724543801
France,FRA,2018,69.801238618724
France,FRA,2019,85.38036635979401
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0.0027777800000000005
Germany,DEU,1987,0.005555560000000001
Germany,DEU,1988,0.022222240000000004
Germany,DEU,1989,0.07222228000000001
Germany,DEU,1990,0.19722238
Germany,DEU,1991,0.277778
Germany,DEU,1992,0.7638895
Germany,DEU,1993,1.6666680000000003
Germany,DEU,1994,2.5250020200000005
Germany,DEU,1995,4.16667
Germany,DEU,1996,5.64444896
Germany,DEU,1997,8.238895480000002
Germany,DEU,1998,12.46945442
Germany,DEU,1999,15.355567839999999
Germany,DEU,2000,26.42502114
Germany,DEU,2001,29.002133479466
Germany,DEU,2002,43.284228238466
Germany,DEU,2003,50.98097022918801
Germany,DEU,2004,69.053080797976
Germany,DEU,2005,73.242621927384
Germany,DEU,2006,82.08654372473801
Germany,DEU,2007,105.487740779014
Germany,DEU,2008,107.10536512866801
Germany,DEU,2009,101.39143916864201
Germany,DEU,2010,100.506062071452
Germany,DEU,2011,129.202694750962
Germany,DEU,2012,133.11525788101
Germany,DEU,2013,135.01953579332002
Germany,DEU,2014,148.869729929022
Germany,DEU,2015,203.95968705650802
Germany,DEU,2016,200.992468571624
Germany,DEU,2017,264.23271138600006
Germany,DEU,2018,273.27024778269003
Germany,DEU,2019,311.94162149754203
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0.0027777800000000005
Greece,GRC,1988,0.0027777800000000005
Greece,GRC,1989,0.0027777800000000005
Greece,GRC,1990,0.005555560000000001
Greece,GRC,1991,0.005555560000000001
Greece,GRC,1992,0.022222240000000004
Greece,GRC,1993,0.13055566000000002
Greece,GRC,1994,0.10277786000000001
Greece,GRC,1995,0.09444452
Greece,GRC,1996,0.10000008000000002
Greece,GRC,1997,0.10277786000000001
Greece,GRC,1998,0.20277794000000002
Greece,GRC,1999,0.45000036
Greece,GRC,2000,1.25277878
Greece,GRC,2001,2.086365280202
Greece,GRC,2002,1.7850014280000002
Greece,GRC,2003,2.781572780812
Greece,GRC,2004,3.03455659431
Greece,GRC,2005,3.405382446526
Greece,GRC,2006,4.541355855304
Greece,GRC,2007,4.829066363250001
Greece,GRC,2008,5.918327790214
Greece,GRC,2009,6.671455892716001
Greece,GRC,2010,7.076385938882001
Greece,GRC,2011,8.590707983672
Greece,GRC,2012,9.916674600000002
Greece,GRC,2013,10.596845699692
Greece,GRC,2014,9.38818112165
Greece,GRC,2015,11.690039074246002
Greece,GRC,2016,12.941134519566
Greece,GRC,2017,13.842478573974
Greece,GRC,2018,15.658550860164
Greece,GRC,2019,18.022733307064
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0018550320395800002
Hong Kong,HKG,2007,0.0022976573936800003
Hong Kong,HKG,2008,0.0021302822597800007
Hong Kong,HKG,2009,0.0028831689732000004
Hong Kong,HKG,2010,0.0027142660603
Hong Kong,HKG,2011,0.0022493906883999997
Hong Kong,HKG,2012,0.0027122743920400005
Hong Kong,HKG,2013,0.0021403628234
Hong Kong,HKG,2014,0.0022904212767800003
Hong Kong,HKG,2015,0.00205163775242
Hong Kong,HKG,2016,0.0012372787676000001
Hong Kong,HKG,2017,0.004750003800000001
Hong Kong,HKG,2018,0.0044765869146
Hong Kong,HKG,2019,0.004307753446200001
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0027597410966800004
Hungary,HUN,2002,0.0027419383046600005
Hungary,HUN,2003,0.0108974531624
Hungary,HUN,2004,0.016242040771400002
Hungary,HUN,2005,0.026898743741200003
Hungary,HUN,2006,0.11493731417200001
Hungary,HUN,2007,0.29218773375000007
Hungary,HUN,2008,0.5411495995860001
Hungary,HUN,2009,0.868364861358
Hungary,HUN,2010,1.374080821486
Hungary,HUN,2011,1.622257408916
Hungary,HUN,2012,1.9863768668780002
Hungary,HUN,2013,1.83801119263
Hungary,HUN,2014,1.6708366144459998
Hungary,HUN,2015,1.7531264025000002
Hungary,HUN,2016,1.720119709428
Hungary,HUN,2017,1.8950015160000002
Hungary,HUN,2018,1.5086270402340003
Hungary,HUN,2019,1.7977344937420001
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.000020565877563800003
Iceland,ISL,2012,0
Iceland,ISL,2013,0.014042289011600002
Iceland,ISL,2014,0.021340489294599998
Iceland,ISL,2015,0.0275597720478
Iceland,ISL,2016,0.023160712973000003
Iceland,ISL,2017,0.020317238476
Iceland,ISL,2018,0.010843730897200001
Iceland,ISL,2019,0.016262568565600002
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.08417506734
India,IND,1991,0.31363913979999997
India,IND,1992,0.24575019660000005
India,IND,1993,0.26325021060000003
India,IND,1994,0.5313337584000001
India,IND,1995,1.3790844366000001
India,IND,1996,2.4399463964
India,IND,1997,2.74444664
India,IND,1998,2.9972246200000003
India,IND,1999,4.01666988
India,IND,2000,4.39444796
India,IND,2001,5.7540629365800005
India,IND,2002,5.7169401291040005
India,IND,2003,7.095544009764001
India,IND,2004,14.145283538440001
India,IND,2005,16.115044558692002
India,IND,2006,24.958211910998
India,IND,2007,31.032462325950004
India,IND,2008,37.954906197234
India,IND,2009,42.686299704568
India,IND,2010,50.729917806124
India,IND,2011,62.07155882387401
India,IND,2012,70.65978375000401
India,IND,2013,76.82623618316201
India,IND,2014,85.13978366732802
India,IND,2015,82.82796209565001
India,IND,2016,109.274955753228
India,IND,2017,131.5624802499
India,IND,2018,149.896277694704
India,IND,2019,156.77986570157003
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.000053125042500000003
Indonesia,IDN,2008,0.00071273390352
Indonesia,IDN,2009,0.0096280910358
Indonesia,IDN,2010,0.0094908131482
Indonesia,IDN,2011,0.0121539819454
Indonesia,IDN,2012,0.0118742594994
Indonesia,IDN,2013,0.000256024371486
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.009360118599200001
Indonesia,IDN,2016,0.014309178114000001
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.46720204042800006
Indonesia,IDN,2019,0.46547953905000006
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.09722230000000001
Iran,IRN,2000,0.10138897000000001
Iran,IRN,2001,0.09300340773600001
Iran,IRN,2002,0.08308062202000001
Iran,IRN,2003,0.07519228237600001
Iran,IRN,2004,0.125334544712
Iran,IRN,2005,0.19071209701400002
Iran,IRN,2006,0.33492165682600006
Iran,IRN,2007,0.374265854968
Iran,IRN,2008,0.516863746824
Iran,IRN,2009,0.593426308074
Iran,IRN,2010,0.5446782135200001
Iran,IRN,2011,0.553277942622
Iran,IRN,2012,0.5262276432040001
Iran,IRN,2013,0.540979321672
Iran,IRN,2014,0.503129013614
Iran,IRN,2015,0.6127088235
Iran,IRN,2016,0.6646602539500001
Iran,IRN,2017,0.7656456125160002
Iran,IRN,2018,0.828762329676
Iran,IRN,2019,0.884852930104
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
