Entity,Code,Year,Renewables (TWh – sub method)
China,CHN,2014,3318.602043296178
China,CHN,2015,3548.225811306156
China,CHN,2016,3855.6952142675923
China,CHN,2017,4194.580158950333
China,CHN,2018,4592.2229750809975
China,CHN,2019,4984.981565107063
Colombia,COL,1965,9.844312042110001
Colombia,COL,1966,10.936729304932001
Colombia,COL,1967,12.192381142786001
Colombia,COL,1968,13.586155035582001
Colombia,COL,1969,15.10549402883
Colombia,COL,1970,16.813180672756
Colombia,COL,1971,17.842815385352
Colombia,COL,1972,19.76396303338
Colombia,COL,1973,21.509319429664
Colombia,COL,1974,24.42243203793
Colombia,COL,1975,27.559188714000005
Colombia,COL,1976,28.9678565076
Colombia,COL,1977,29.566168097360006
Colombia,COL,1978,34.104027283200004
Colombia,COL,1979,37.431418834000006
Colombia,COL,1980,40.761199275600006
Colombia,COL,1981,40.2148655052
Colombia,COL,1982,42.970967710080004
Colombia,COL,1983,43.33274577728001
Colombia,COL,1984,48.3200942116
Colombia,COL,1985,51.96607490616
Colombia,COL,1986,59.99713688656
Colombia,COL,1987,65.3210522568
Colombia,COL,1988,68.870610652
Colombia,COL,1989,75.15594901360001
Colombia,COL,1990,77.13853948856001
Colombia,COL,1991,77.76417332240001
Colombia,COL,1992,62.83500582352
Colombia,COL,1993,78.45948498976001
Colombia,COL,1994,90.28449444976002
Colombia,COL,1995,90.18451659200001
Colombia,COL,1996,99.39903563027602
Colombia,COL,1997,88.7744043528
Colombia,COL,1998,86.98252514152
Colombia,COL,1999,94.88245923924
Colombia,COL,2000,86.98216128011781
Colombia,COL,2001,88.6741868281816
Colombia,COL,2002,94.4972879033254
Colombia,COL,2003,99.9234783553854
Colombia,COL,2004,105.18622978780542
Colombia,COL,2005,107.01887658614392
Colombia,COL,2006,115.39008805394106
Colombia,COL,2007,119.08954226711316
Colombia,COL,2008,123.47215191986473
Colombia,COL,2009,110.10322549528772
Colombia,COL,2010,109.03585894195072
Colombia,COL,2011,129.54061174129538
Colombia,COL,2012,126.87440454722022
Colombia,COL,2013,117.55937325909005
Colombia,COL,2014,118.83752195160818
Colombia,COL,2015,118.23973249365476
Colombia,COL,2016,123.19913947867718
Colombia,COL,2017,148.72611107884924
Colombia,COL,2018,146.61362101385856
Colombia,COL,2019,133.55355992276245
Croatia,HRV,1990,10.569452900000002
Croatia,HRV,1991,16.336124180000002
Croatia,HRV,1992,12.0972319
Croatia,HRV,1993,12.691676820000001
Croatia,HRV,1994,15.11390098
Croatia,HRV,1995,15.80001264
Croatia,HRV,1996,21.86946194
Croatia,HRV,1997,16.2639019
Croatia,HRV,1998,16.741680060000004
Croatia,HRV,1999,20.358349620000002
Croatia,HRV,2000,17.927792119999996
Croatia,HRV,2001,19.817710576378
Croatia,HRV,2002,16.043077278896003
Croatia,HRV,2003,14.86956328453
Croatia,HRV,2004,20.6625960578414
Croatia,HRV,2005,18.9905216924052
Croatia,HRV,2006,17.767152547044
Croatia,HRV,2007,12.595947715639001
Croatia,HRV,2008,15.421440670476
Croatia,HRV,2009,19.644503352534553
Croatia,HRV,2010,24.24331398880234
Croatia,HRV,2011,13.706303630867469
Croatia,HRV,2012,13.553647092909005
Croatia,HRV,2013,23.747006219812
Croatia,HRV,2014,25.288793008796002
Croatia,HRV,2015,18.998527143253998
Croatia,HRV,2016,21.033744882538002
Croatia,HRV,2017,17.7892642314
Croatia,HRV,2018,24.310268059310005
Croatia,HRV,2019,20.342770718648
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.00204379052392
Cyprus,CYP,2005,0.0024773769819
Cyprus,CYP,2006,0.00404151434432
Cyprus,CYP,2007,0.0092676601919
Cyprus,CYP,2008,0.040535979650980006
Cyprus,CYP,2009,0.08226118247556001
Cyprus,CYP,2010,0.190337791159
Cyprus,CYP,2011,0.46128092458000003
Cyprus,CYP,2012,0.6619702517980001
Cyprus,CYP,2013,0.8371995586480001
Cyprus,CYP,2014,0.8092820363140001
Cyprus,CYP,2015,1.011278309022
Cyprus,CYP,2016,1.067930298788
Cyprus,CYP,2017,1.0880508704400003
Cyprus,CYP,2018,1.15272036662
Cyprus,CYP,2019,1.2720829621100003
Czech Republic,CZE,1965,6.199441070660001
Czech Republic,CZE,1966,5.843433563632
Czech Republic,CZE,1967,5.266455879828001
Czech Republic,CZE,1968,4.075672149424
Czech Republic,CZE,1969,3.326828772572
Czech Republic,CZE,1970,4.750858800684001
Czech Republic,CZE,1971,3.3555582400000006
Czech Republic,CZE,1972,3.51111392
Czech Republic,CZE,1973,3.0027801800000002
Czech Republic,CZE,1974,5.052781820000001
Czech Republic,CZE,1975,5.03889292
Czech Republic,CZE,1976,4.01666988
Czech Republic,CZE,1977,5.463893260000001
Czech Republic,CZE,1978,5.0833374000000005
Czech Republic,CZE,1979,6.3694495400000015
Czech Republic,CZE,1980,6.66389422
Czech Republic,CZE,1981,5.72500458
Czech Republic,CZE,1982,4.6388926
Czech Republic,CZE,1983,4.5972259
Czech Republic,CZE,1984,3.6055584400000007
Czech Republic,CZE,1985,4.64167038
Czech Republic,CZE,1986,5.2111152800000005
Czech Republic,CZE,1987,6.8472277
Czech Republic,CZE,1988,5.830560220000001
Czech Republic,CZE,1989,4.56389254
Czech Republic,CZE,1990,3.22500258
Czech Republic,CZE,1991,3.0250024200000003
Czech Republic,CZE,1992,3.89444756
Czech Republic,CZE,1993,4.4166702
Czech Republic,CZE,1994,4.913892820000001
Czech Republic,CZE,1995,6.686116460000001
Czech Republic,CZE,1996,6.2805605799999995
Czech Republic,CZE,1997,6.091671540000001
Czech Republic,CZE,1998,5.508337740000001
Czech Republic,CZE,1999,6.56667192
Czech Republic,CZE,2000,6.319449500000001
Czech Republic,CZE,2001,7.08757039505178
Czech Republic,CZE,2002,8.191813081223001
Czech Republic,CZE,2003,5.1133532573460005
Czech Republic,CZE,2004,7.065105713746716
Czech Republic,CZE,2005,8.202963918199218
Czech Republic,CZE,2006,9.3891663585493
Czech Republic,CZE,2007,9.014015711206799
Czech Republic,CZE,2008,9.868610672660003
Czech Republic,CZE,2009,12.247654520338001
Czech Republic,CZE,2010,15.349137834856002
Czech Republic,CZE,2011,19.05823052435
Czech Republic,CZE,2012,21.078262973708004
Czech Republic,CZE,2013,24.067228975989998
Czech Republic,CZE,2014,23.336012835462
Czech Republic,CZE,2015,23.837674625680002
Czech Republic,CZE,2016,23.626623901284002
Czech Republic,CZE,2017,24.046201736946003
Czech Republic,CZE,2018,23.374983977750002
Czech Republic,CZE,2019,24.548734638972004
Denmark,DNK,1965,0.0694445
Denmark,DNK,1966,0.07222228000000001
Denmark,DNK,1967,0.0694445
Denmark,DNK,1968,0.058333380000000004
Denmark,DNK,1969,0.061111160000000005
Denmark,DNK,1970,0.06666672
Denmark,DNK,1971,0.06666672
Denmark,DNK,1972,0.06666672
Denmark,DNK,1973,0.06666672
Denmark,DNK,1974,0.06666672
Denmark,DNK,1975,0.058333380000000004
Denmark,DNK,1976,0.052777819999999996
Denmark,DNK,1977,0.07222228000000001
Denmark,DNK,1978,0.08333340000000002
Denmark,DNK,1979,0.09722230000000001
Denmark,DNK,1980,0.123888988
Denmark,DNK,1981,0.12777788
Denmark,DNK,1982,0.13555566400000002
Denmark,DNK,1983,0.260000208
Denmark,DNK,1984,0.267777992
Denmark,DNK,1985,0.325278038
Denmark,DNK,1986,0.570000456
Denmark,DNK,1987,0.733889476
Denmark,DNK,1988,1.1236120100000002
Denmark,DNK,1989,1.6036123940000002
Denmark,DNK,1990,2.356390774
Denmark,DNK,1991,3.1125024900000002
Denmark,DNK,1992,4.066947698000001
Denmark,DNK,1993,4.971392866
Denmark,DNK,1994,4.841669706666
Denmark,DNK,1995,5.151227732090001
Denmark,DNK,1996,5.773738816209581
Denmark,DNK,1997,8.13719218752632
Denmark,DNK,1998,10.904889279460003
Denmark,DNK,1999,12.164702942865683
Denmark,DNK,2000,15.478361271568001
Denmark,DNK,2001,16.1344996020338
Denmark,DNK,2002,18.615401364531397
Denmark,DNK,2003,22.0042682145116
Denmark,DNK,2004,25.776689343557198
Denmark,DNK,2005,26.3955083941676
Denmark,DNK,2006,24.600627597153
Denmark,DNK,2007,27.377879985619806
Denmark,DNK,2008,26.653047516865403
Denmark,DNK,2009,26.4009360373986
Denmark,DNK,2010,32.4099407334874
Denmark,DNK,2011,36.750112177844
Denmark,DNK,2012,38.217268351568
Denmark,DNK,2013,40.881291871674
Denmark,DNK,2014,45.78545190611
Denmark,DNK,2015,47.953910029764
Denmark,DNK,2016,46.417490745074005
Denmark,DNK,2017,54.79275911195001
Denmark,DNK,2018,51.977455193042005
Denmark,DNK,2019,58.38401448495201
Ecuador,ECU,1965,0.69166722
Ecuador,ECU,1966,0.7916673000000001
Ecuador,ECU,1967,0.87222292
Ecuador,ECU,1968,0.91111184
Ecuador,ECU,1969,1.01111192
Ecuador,ECU,1970,1.1250009
Ecuador,ECU,1971,1.2222232000000002
Ecuador,ECU,1972,1.2361121000000002
Ecuador,ECU,1973,1.2083343
Ecuador,ECU,1974,1.3888900000000002
Ecuador,ECU,1975,1.74444584
Ecuador,ECU,1976,1.6805569
Ecuador,ECU,1977,1.55000124
Ecuador,ECU,1978,2.19722398
Ecuador,ECU,1979,1.9694460200000004
Ecuador,ECU,1980,2.4222241600000003
Ecuador,ECU,1981,2.1638906200000005
Ecuador,ECU,1982,2.4861131
Ecuador,ECU,1983,4.780559380000001
Ecuador,ECU,1984,8.980562740000002
Ecuador,ECU,1985,9.10834062
Ecuador,ECU,1986,11.14445336
Ecuador,ECU,1987,12.6944546
Ecuador,ECU,1988,13.405566280000002
Ecuador,ECU,1989,13.761122120000001
Ecuador,ECU,1990,13.851921359306003
Ecuador,ECU,1991,14.099791835380001
Ecuador,ECU,1992,13.815513552402003
Ecuador,ECU,1993,16.139282633638
Ecuador,ECU,1994,18.23689653395
Ecuador,ECU,1995,14.334876190114
Ecuador,ECU,1996,17.620611596478
Ecuador,ECU,1997,18.150506464838
Ecuador,ECU,1998,18.072501680212003
Ecuador,ECU,1999,19.935365670502
Ecuador,ECU,2000,21.142326358292003
Ecuador,ECU,2001,19.513180332754
Ecuador,ECU,2002,20.631041227042
Ecuador,ECU,2003,19.56204898296
Ecuador,ECU,2004,20.0723049744978
Ecuador,ECU,2005,18.790147248216883
Ecuador,ECU,2006,19.445940872573587
Ecuador,ECU,2007,24.589957475839135
Ecuador,ECU,2008,30.368693825213406
Ecuador,ECU,2009,24.7789346311874
Ecuador,ECU,2010,23.141392735321606
Ecuador,ECU,2011,29.580778808215225
Ecuador,ECU,2012,32.291785322296484
Ecuador,ECU,2013,29.173915561336006
Ecuador,ECU,2014,30.42084239221
Ecuador,ECU,2015,34.503160102505994
Ecuador,ECU,2016,41.35920225400201
Ecuador,ECU,2017,51.57589126068001
Ecuador,ECU,2018,52.75051192259801
Ecuador,ECU,2019,62.82405525920401
Egypt,EGY,1965,4.812239405344001
Egypt,EGY,1966,5.070037944916
Egypt,EGY,1967,5.46287381474
Egypt,EGY,1968,8.335486112828
Egypt,EGY,1969,11.085337201596001
Egypt,EGY,1970,13.024964308852002
Egypt,EGY,1971,14.019330104344
Egypt,EGY,1972,14.338509248576003
Egypt,EGY,1973,14.313957006712002
Egypt,EGY,1974,16.990151369888
Egypt,EGY,1975,18.868397872484003
Egypt,EGY,1976,22.232055007852
Egypt,EGY,1977,25.10466730594
Egypt,EGY,1978,27.584443734204005
Egypt,EGY,1979,26.688286906168003
Egypt,EGY,1980,27.228436227176
Egypt,EGY,1981,28.370115473852003
Egypt,EGY,1982,29.143511092568
Egypt,EGY,1983,27.265264589972002
Egypt,EGY,1984,26.749667510828
Egypt,EGY,1985,25.41113144
Egypt,EGY,1986,24.922242160000003
Egypt,EGY,1987,24.915297710000004
Egypt,EGY,1988,24.52501962
Egypt,EGY,1989,26.352798860000004
Egypt,EGY,1990,27.64724434
Egypt,EGY,1991,27.54446648
Egypt,EGY,1992,27.222244000000003
Egypt,EGY,1993,28.034744650000004
Egypt,EGY,1994,29.80002384
Egypt,EGY,1995,31.088913760000004
Egypt,EGY,1996,31.900025520000007
Egypt,EGY,1997,32.69724838
Egypt,EGY,1998,33.62363801
Egypt,EGY,1999,37.36808545
Egypt,EGY,2000,39.607531686
Egypt,EGY,2001,40.27402570808369
Egypt,EGY,2002,38.95745060204666
Egypt,EGY,2003,36.03240068423082
Egypt,EGY,2004,36.10215616503516
Egypt,EGY,2005,35.38561206957813
Egypt,EGY,2006,35.792407422791925
Egypt,EGY,2007,39.528050233526
Egypt,EGY,2008,42.308158485388596
Egypt,EGY,2009,38.85839492002441
Egypt,EGY,2010,37.516953069094
Egypt,EGY,2011,38.170716092104
Egypt,EGY,2012,38.296147025782005
Egypt,EGY,2013,37.99021761437201
Egypt,EGY,2014,37.549357261684
Egypt,EGY,2015,39.515027445330006
Egypt,EGY,2016,40.57088440112601
Egypt,EGY,2017,39.583147222048005
Egypt,EGY,2018,42.016699168887996
Egypt,EGY,2019,49.176552118988
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.01666668
Estonia,EST,1996,0.013888900000000001
Estonia,EST,1997,0.022222240000000004
Estonia,EST,1998,0.03333336
Estonia,EST,1999,0.04444448
Estonia,EST,2000,0.05000004000000001
Estonia,EST,2001,0.04967545640700001
Estonia,EST,2002,0.09432263101360001
Estonia,EST,2003,0.12286868162819999
Estonia,EST,2004,0.1640447701246
Estonia,EST,2005,0.29292745656400004
Estonia,EST,2006,0.34294055213
Estonia,EST,2007,0.39578170551400005
Estonia,EST,2008,0.5253109758040001
Estonia,EST,2009,1.4195537589754321
Estonia,EST,2010,2.7275634737157004
Estonia,EST,2011,3.0610390738293
Estonia,EST,2012,3.80516993857796
Estonia,EST,2013,3.1322015613148
Estonia,EST,2014,3.4962006302916
Estonia,EST,2015,3.8629495070238002
Estonia,EST,2016,3.8327988717922006
Estonia,EST,2017,6.113948780044
Estonia,EST,2018,4.758223528798
Estonia,EST,2019,4.83726359203
Europe,,1965,847.790547120784
Europe,,1966,912.975423157532
Europe,,1967,913.755574614986
Europe,,1968,947.872085797062
Europe,,1969,934.441893941806
Europe,,1970,981.1019676587242
Europe,,1971,991.0981198223061
Europe,,1972,1030.4329715679403
Europe,,1973,1047.156687169124
Europe,,1974,1131.4824190741
Europe,,1975,1155.644558681574
Europe,,1976,1070.335014878438
Europe,,1977,1292.0897292265122
Europe,,1978,1291.400608952994
Europe,,1979,1358.1089764863123
Europe,,1980,1320.8846578179919
Europe,,1981,1336.666100443136
Europe,,1982,1322.6795859206002
Europe,,1983,1361.9249820391144
Europe,,1984,1377.0658860962724
Europe,,1985,1427.8188186430302
Europe,,1986,1386.7972294368963
Europe,,1987,1507.144985437246
Europe,,1988,1615.217434672914
Europe,,1989,1410.7447327893278
Europe,,1990,1450.6359485836638
Europe,,1991,1482.4073412938133
Europe,,1992,1533.3735323559001
Europe,,1993,1599.6414061579349
Europe,,1994,1624.4187478650697
Europe,,1995,1656.0366319838013
Europe,,1996,1613.7160021301024
Europe,,1997,1690.1777498383406
Europe,,1998,1785.898598962181
Europe,,1999,1812.3896752272467
Europe,,2000,1904.0443245814633
Europe,,2001,1897.1859147364069
Europe,,2002,1798.069814413034
Europe,,2003,1738.8117452177275
Europe,,2004,1912.807887203419
Europe,,2005,1980.782200596715
Europe,,2006,2025.8573316012355
Europe,,2007,2131.375625571359
Europe,,2008,2303.623497425102
Europe,,2009,2383.630162263715
Europe,,2010,2663.134744533869
Europe,,2011,2619.9171661265013
Europe,,2012,2940.9697107461093
Europe,,2013,3149.5969825644593
Europe,,2014,3200.1856876742795
Europe,,2015,3359.6576123072737
Europe,,2016,3415.2717214651916
Europe,,2017,3439.49739112349
Europe,,2018,3686.228828286259
Europe,,2019,3839.521244420094
Finland,FIN,1965,25.982063563412
Finland,FIN,1966,28.835601124018
Finland,FIN,1967,32.303617231762004
Finland,FIN,1968,29.135825808642
Finland,FIN,1969,24.29294860101
Finland,FIN,1970,26.456250053872004
Finland,FIN,1971,29.668935124018002
Finland,FIN,1972,28.83279528844
Finland,FIN,1973,29.388351288440003
Finland,FIN,1974,35.286223506734004
Finland,FIN,1975,33.914168520202004
Finland,FIN,1976,26.338404959595998
Finland,FIN,1977,33.838410959596004
Finland,FIN,1978,27.219438164422005
Finland,FIN,1979,30.196432768238004
Finland,FIN,1980,28.381055204826
Finland,FIN,1981,37.92932339899001
Finland,FIN,1982,36.358053808642005
Finland,FIN,1983,37.724497124018
Finland,FIN,1984,36.798570272166
Finland,FIN,1985,34.262092409652006
Finland,FIN,1986,34.41641364422
Finland,FIN,1987,38.322140657688
Finland,FIN,1988,37.118436083614
Finland,FIN,1989,36.19531506734
Finland,FIN,1990,44.491996982458005
Finland,FIN,1991,50.55026210684401
Finland,FIN,1992,55.72526902462401
Finland,FIN,1993,53.991258192972
Finland,FIN,1994,50.70225722844
Finland,FIN,1995,54.268573137046005
Finland,FIN,1996,49.230370495376
Finland,FIN,1997,55.06348960631201
Finland,FIN,1998,67.45327229590801
Finland,FIN,1999,58.57458658185399
Finland,FIN,2000,64.626480034476
Finland,FIN,2001,59.1486924855828
Finland,FIN,2002,54.100054106119764
Finland,FIN,2003,51.637047488493835
Finland,FIN,2004,69.10729270745661
Finland,FIN,2005,62.44279862086561
Finland,FIN,2006,59.7217608809816
Finland,FIN,2007,64.435461823606
Finland,FIN,2008,74.11528424634663
Finland,FIN,2009,58.48858576749785
Finland,FIN,2010,64.45951448618146
Finland,FIN,2011,64.58713289799832
Finland,FIN,2012,75.43926539525293
Finland,FIN,2013,67.75690486714721
Finland,FIN,2014,71.75946456863684
Finland,FIN,2015,82.01137117293335
Finland,FIN,2016,78.08283400871723
Finland,FIN,2017,81.19706063537434
Finland,FIN,2018,81.5673586427236
Finland,FIN,2019,79.72848528551498
France,FRA,1965,130.225360291316
France,FRA,1966,146.10697577437602
France,FRA,1967,127.729706072572
France,FRA,1968,142.63514799691603
France,FRA,1969,150.025368909088
France,FRA,1970,161.25493011495203
France,FRA,1971,139.57941055232803
France,FRA,1972,139.851951603694
France,FRA,1973,136.795521102996
France,FRA,1974,160.57608290520798
France,FRA,1975,170.89964199738202
France,FRA,1976,138.604355883396
France,FRA,1977,215.82672266123998
France,FRA,1978,193.828545896046
France,FRA,1979,188.62001145144401
France,FRA,1980,197.216194161718
France,FRA,1981,204.68715847181798
France,FRA,1982,200.284043004884
France,FRA,1983,197.227143337144
France,FRA,1984,186.97906513868801
France,FRA,1985,178.07093023440802
France,FRA,1986,179.649158163656
France,FRA,1987,202.32837408479205
France,FRA,1988,219.14056531231205
France,FRA,1989,135.23273040832
France,FRA,1990,154.94254485949227
France,FRA,1991,165.84593713219914
France,FRA,1992,197.5538135032022
France,FRA,1993,186.13649076574018
France,FRA,1994,225.99213127161593
France,FRA,1995,211.35044770938958
France,FRA,1996,192.8447316606619
France,FRA,1997,188.03599992590188
France,FRA,1998,182.88220548342514
France,FRA,1999,212.55945312520427
France,FRA,2000,196.47237542221907
France,FRA,2001,218.27559242311204
France,FRA,2002,179.96620442284836
France,FRA,2003,175.3830642285614
France,FRA,2004,177.00928060175565
France,FRA,2005,158.15507744062742
France,FRA,2006,174.69290945977133
France,FRA,2007,191.3124793554166
France,FRA,2008,221.23829887660864
France,FRA,2009,210.90152458219578
France,FRA,2010,231.48510638515918
France,FRA,2011,194.1467101089105
France,FRA,2012,243.56898141058483
France,FRA,2013,278.3722022531392
France,FRA,2014,266.369723651164
France,FRA,2015,259.19449474431883
France,FRA,2016,277.7513169508758
France,FRA,2017,260.21829553558103
France,FRA,2018,308.6307134877066
France,FRA,2019,315.46709901236625
Germany,DEU,1965,45.033950471576
Germany,DEU,1966,48.705588408884005
Germany,DEU,1967,46.256458671804005
Germany,DEU,1968,46.941678664424
Germany,DEU,1969,38.09302436328401
Germany,DEU,1970,51.260314341552
Germany,DEU,1971,40.156188791592
Germany,DEU,1972,39.512929110318005
Germany,DEU,1973,45.229387850148015
Germany,DEU,1974,51.98443547640401
Germany,DEU,1975,50.510689297408
Germany,DEU,1976,42.012584165596
Germany,DEU,1977,52.302109341654
Germany,DEU,1978,54.665878177112006
Germany,DEU,1979,55.075056282232005
Germany,DEU,1980,58.431704523104
Germany,DEU,1981,60.330356875358
Germany,DEU,1982,59.82450897068001
Germany,DEU,1983,56.256310560568
Germany,DEU,1984,55.894820271376005
Germany,DEU,1985,52.901929265954
Germany,DEU,1986,56.023798707892006
Germany,DEU,1987,60.530102035153995
Germany,DEU,1988,60.34802772282801
Germany,DEU,1989,55.60836587554601
Germany,DEU,1990,52.338930760000004
Germany,DEU,1991,48.39448316000001
Germany,DEU,1992,56.918083362485824
Germany,DEU,1993,58.93475390470985
Germany,DEU,1994,64.13767027009516
Germany,DEU,1995,70.00675880397336
Germany,DEU,1996,64.34248453477979
Germany,DEU,1997,68.17087239915429
Germany,DEU,1998,75.42055411167279
Germany,DEU,1999,84.19432882096474
Germany,DEU,2000,111.37699149124414
Germany,DEU,2001,111.33739245039828
Germany,DEU,2002,130.84299315486635
Germany,DEU,2003,132.29978382585352
Germany,DEU,2004,164.12900452809856
Germany,DEU,2005,188.1675415533573
Germany,DEU,2006,223.49989221643742
Germany,DEU,2007,270.938894667609
Germany,DEU,2008,278.1194525509397
Germany,DEU,2009,281.5513522409017
Germany,DEU,2010,306.26579029021406
Germany,DEU,2011,354.79499772466
Germany,DEU,2012,404.821295801222
Germany,DEU,2013,421.83218663214603
Germany,DEU,2014,446.9522270059401
Germany,DEU,2015,508.8513565252041
Germany,DEU,2016,508.318583876764
Germany,DEU,2017,572.7163192838001
Germany,DEU,2018,591.8221734851378
Germany,DEU,2019,638.1826875735194
Greece,GRC,1965,2.22500178
Greece,GRC,1966,4.8055594
Greece,GRC,1967,4.6111148
Greece,GRC,1968,3.8000030400000004
Greece,GRC,1969,5.7083379
Greece,GRC,1970,7.322228080000001
Greece,GRC,1971,7.3666725600000005
Greece,GRC,1972,7.43611706
Greece,GRC,1973,6.17500494
Greece,GRC,1974,6.51944966
Greece,GRC,1975,5.597226700000001
Greece,GRC,1976,5.2194486200000005
Greece,GRC,1977,5.33889316
Greece,GRC,1978,8.300006640000001
Greece,GRC,1979,9.905563480000001
Greece,GRC,1980,9.4583409
Greece,GRC,1981,9.463896459999999
Greece,GRC,1982,9.891674580000002
Greece,GRC,1983,6.5000052
Greece,GRC,1984,7.950006360000001
Greece,GRC,1985,7.7916729
Greece,GRC,1986,8.9861183
Greece,GRC,1987,7.72500618
Greece,GRC,1988,6.57500526
Greece,GRC,1989,5.28055978
Greece,GRC,1990,4.91944838
Greece,GRC,1991,8.61389578
Greece,GRC,1992,6.14444936
Greece,GRC,1993,6.4722274
Greece,GRC,1994,7.32500586
Greece,GRC,1995,9.90000792
Greece,GRC,1996,12.17778752
Greece,GRC,1997,10.886119820000001
Greece,GRC,1998,10.527786200000001
Greece,GRC,1999,13.208343900000001
Greece,GRC,2000,11.511120320000002
Greece,GRC,2001,8.091564806580001
Greece,GRC,2002,9.807911179656
Greece,GRC,2003,16.051936174872
Greece,GRC,2004,16.01736954166316
Greece,GRC,2005,17.231342823952122
Greece,GRC,2006,20.52564520939192
Greece,GRC,2007,12.202822401139
Greece,GRC,2008,15.178583670635
Greece,GRC,2009,21.473010789506002
Greece,GRC,2010,27.434684447730003
Greece,GRC,2011,21.102303548496003
Greece,GRC,2012,26.146535917212002
Greece,GRC,2013,36.736926889517996
Greece,GRC,2014,30.989396180386002
Greece,GRC,2015,37.566994220238
Greece,GRC,2016,37.452840517804
Greece,GRC,2017,34.502625102078
Greece,GRC,2018,40.13501627465401
Greece,GRC,2019,38.541186666258
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0018550320395800002
Hong Kong,HKG,2007,0.0022976573936800003
Hong Kong,HKG,2008,0.0021302822597800007
Hong Kong,HKG,2009,0.0028831689732000004
Hong Kong,HKG,2010,0.24350425869214004
Hong Kong,HKG,2011,0.20617442049496004
Hong Kong,HKG,2012,0.23415465676802003
Hong Kong,HKG,2013,0.24052977575700002
Hong Kong,HKG,2014,0.26722096655438005
Hong Kong,HKG,2015,0.2601633331305
Hong Kong,HKG,2016,0.25769363393252004
Hong Kong,HKG,2017,0.273920219136
Hong Kong,HKG,2018,0.25010013619106003
Hong Kong,HKG,2019,0.2760253458201
Hungary,HUN,1965,0.20833350000000003
Hungary,HUN,1966,0.277778
Hungary,HUN,1967,0.22777796
Hungary,HUN,1968,0.24722242000000003
Hungary,HUN,1969,0.26388910000000004
Hungary,HUN,1970,0.24444464000000002
Hungary,HUN,1971,0.26666688
Hungary,HUN,1972,0.30555580000000004
Hungary,HUN,1973,0.28055578000000003
Hungary,HUN,1974,0.22500018
Hungary,HUN,1975,0.45277814000000005
Hungary,HUN,1976,0.4583337
Hungary,HUN,1977,0.41388922000000006
Hungary,HUN,1978,0.3833336400000001
Hungary,HUN,1979,0.40555588000000004
Hungary,HUN,1980,0.31111136
Hungary,HUN,1981,0.46666704000000003
Hungary,HUN,1982,0.44166702
Hungary,HUN,1983,0.4305559
Hungary,HUN,1984,0.5027781800000001
Hungary,HUN,1985,0.4305559
